swimmer,team,gender,class_yr,points,season
"Hanson, Isaac V",Hamline,Male,SO,543.7,2018-2019
"Hobar, Andrew",Hamline,Male,SO,494.4,2018-2019
"McGee, William G",Hamline,Male,SR,362.05,2018-2019
"Roback, Lee M",Hamline,Male,SO,458.55,2018-2019
"Steeves, Nathan R",Hamline,Male,FR,576.95,2018-2019
"Boulanger, Mara J",Hamline,Female,SR,442.95,2018-2019
"Fischer, Lilah S",Hamline,Female,FR,379.9,2018-2019
"Martinek, Taylor A",Hamline,Female,SR,645.9,2018-2019
"Peterson, Rachel N",Hamline,Female,FR,346.8,2018-2019
"Torgrimson, Alexandra E",Hamline,Female,FR,548.55,2018-2019
"White, Bryce",Hamline,Female,JR,556.5,2018-2019
"Arquin, Kiran N",Macalester,Male,FR,394.3,2018-2019
"Berman, Gabe",Macalester,Male,SO,425.3,2018-2019
"Blomquist, Benjamin C",Macalester,Male,FR,506.3,2018-2019
"Cheng, Sean",Macalester,Male,SR,465.35,2018-2019
"Cirillo, Ryan",Macalester,Male,JR,328.15,2018-2019
"Durbin, Taylor J",Macalester,Male,SR,530.2,2018-2019
"Dyer, Samuel W",Macalester,Male,SR,401.35,2018-2019
"Hetrick, Jacob W",Macalester,Male,JR,228.55,2018-2019
"Hubbard, Tanner D",Macalester,Male,FR,536.75,2018-2019
"Jacobson, Nick",Macalester,Male,FR,488,2018-2019
"Reischmann, Paul P",Macalester,Male,SR,653.4,2018-2019
"Shin, Kevin",Macalester,Male,SO,263.8,2018-2019
"West, Jayden",Macalester,Male,JR,373.75,2018-2019
"Borgmann, Olivia",Macalester,Female,SR,493.25,2018-2019
"Caldwell, Lanae M",Macalester,Female,FR,384.2,2018-2019
"Crane, Marie",Macalester,Female,JR,458.05,2018-2019
"DeGasperi, Maya",Macalester,Female,JR,376.95,2018-2019
"Eide, Miriam F",Macalester,Female,JR,474.65,2018-2019
"Forshee, Olivia",Macalester,Female,FR,365.7,2018-2019
"Foy, Elizabeth A",Macalester,Female,FR,506.9,2018-2019
"Mark-Ng, Sophie",Macalester,Female,SO,519.55,2018-2019
"Roghair, Ariel M",Macalester,Female,JR,500.95,2018-2019
"Sailors, Olivia",Macalester,Female,JR,397.75,2018-2019
"Schopick, Zoe N",Macalester,Female,SO,500.95,2018-2019
"Stewart, Kinsey",Macalester,Female,FR,461.2,2018-2019
"Takashima, Sena",Macalester,Female,FR,416.9,2018-2019
"Thompson, Ana E",Macalester,Female,JR,550,2018-2019
"Goldman, Micah",Saint Kate's,Female,SR,468.35,2018-2019
"Green, Charlotte M",Saint Kate's,Female,SO,547.5,2018-2019
"Grohman, Sydney",Saint Kate's,Female,SO,619.3,2018-2019
"Hagstrom, Victoria M",Saint Kate's,Female,SO,529.45,2018-2019
"Henderson, Ella J",Saint Kate's,Female,FR,587,2018-2019
"Hernandez-Nietling, Francesk",Saint Kate's,Female,SO,648.9,2018-2019
"Kinsman, Georgianne",Saint Kate's,Female,SO,427.9,2018-2019
"Klein, Macy G",Saint Kate's,Female,FR,691.6,2018-2019
"Laurie, Mykayla E",Saint Kate's,Female,SO,478.4,2018-2019
"Le Bris, Jade",Saint Kate's,Female,FR,429.65,2018-2019
"Matlack, Emily M",Saint Kate's,Female,SR,300.75,2018-2019
"Mcmahon, Molly",Saint Kate's,Female,SO,572.7,2018-2019
"Meece, Mikayla",Saint Kate's,Female,SO,503.85,2018-2019
"Menso, Margaret R",Saint Kate's,Female,FR,728.4,2018-2019
"Mertens, Julia E",Saint Kate's,Female,FR,502.4,2018-2019
"Meyer, Samantha",Saint Kate's,Female,SO,332.1,2018-2019
"O'Tool, Kaitlin M",Saint Kate's,Female,FR,461.05,2018-2019
"PETERSON, MCKENNA",Saint Kate's,Female,JR,548.6,2018-2019
"Rising, Katelyn",Saint Kate's,Female,SR,564.5,2018-2019
"Svendsen, Hannah N",Saint Kate's,Female,FR,642.7,2018-2019
"Wentzel, Jordyn",Saint Kate's,Female,FR,787.7,2018-2019
"Atkinson, Spencer C",SJU/CSB,Male,FR,525.15,2018-2019
"Bario, Kyle",SJU/CSB,Male,SO,500.05,2018-2019
"Birklid, Caleb S",SJU/CSB,Male,JR,578.95,2018-2019
"Dockendorf, Mitchell",SJU/CSB,Male,SO,609.2,2018-2019
"Froehle, Steven R",SJU/CSB,Male,FR,554.75,2018-2019
"Greenblat, Eli S",SJU/CSB,Male,SO,584.5,2018-2019
"Heinen, Zachary",SJU/CSB,Male,SO,340.3,2018-2019
"Howell, Carter T",SJU/CSB,Male,FR,420.4,2018-2019
"Kennedy, Zachary S",SJU/CSB,Male,JR,406.29,2018-2019
"Nelson, Trevor",SJU/CSB,Male,FR,406.5,2018-2019
"Odermann, Friedrich F",SJU/CSB,Male,JR,470.1,2018-2019
"Olson, Michael J",SJU/CSB,Male,SO,600.85,2018-2019
"Pauley, Ryan",SJU/CSB,Male,JR,582.45,2018-2019
"Schrick, Blake A",SJU/CSB,Male,FR,508.43,2018-2019
"Schwamm, Joseph A",SJU/CSB,Male,SO,504.45,2018-2019
"Upton, Jacob S",SJU/CSB,Male,SR,555.8,2018-2019
"Valek, Jayson",SJU/CSB,Male,JR,458.7,2018-2019
"Albers, Kayla",SJU/CSB,Female,JR,371.55,2018-2019
"Allyson, Zoe G",SJU/CSB,Female,SO,561.69,2018-2019
"Anderson, Jordan",SJU/CSB,Female,FR,413.2,2018-2019
"Beck, Julia",SJU/CSB,Female,FR,411.7,2018-2019
"Behounek, Marissa",SJU/CSB,Female,JR,430.05,2018-2019
"Birklid, Ana R",SJU/CSB,Female,FR,614.25,2018-2019
"Christiansen, Lauren",SJU/CSB,Female,JR,531.9,2018-2019
"Clough, Skyler",SJU/CSB,Female,JR,514.01,2018-2019
"Crum, Allison",SJU/CSB,Female,JR,515.7,2018-2019
"Davis, Madison",SJU/CSB,Female,SO,458.65,2018-2019
"Dugas, Sydney",SJU/CSB,Female,JR,418.05,2018-2019
"Gennrich, Isabel",SJU/CSB,Female,JR,343.55,2018-2019
"Gerhardt, Morgan",SJU/CSB,Female,FR,555.4,2018-2019
"Groebner, Ashley N",SJU/CSB,Female,SR,580.65,2018-2019
"Kleen, Larissa",SJU/CSB,Female,JR,425.4,2018-2019
"Kratz, Meghan",SJU/CSB,Female,JR,489.05,2018-2019
"Lefebvre, Nicole F",SJU/CSB,Female,FR,479.85,2018-2019
"Livermore, Clara L",SJU/CSB,Female,SO,361.4,2018-2019
"Livermore, Grace",SJU/CSB,Female,SR,414.1,2018-2019
"Mahoney, Claudia",SJU/CSB,Female,SO,547.35,2018-2019
"Mattson, Ashlynn",SJU/CSB,Female,SO,401.15,2018-2019
"Molus, Andrea",SJU/CSB,Female,JR,465.25,2018-2019
"Murphy, Morgan",SJU/CSB,Female,JR,432.3,2018-2019
"Newhouse, Jacquelynne A",SJU/CSB,Female,FR,552.24,2018-2019
"Sharp, Brenna",SJU/CSB,Female,JR,389.79,2018-2019
"Sonday, Isabelle J",SJU/CSB,Female,FR,519.95,2018-2019
"Svihel, Hannah J",SJU/CSB,Female,FR,421.15,2018-2019
"Von Wahlde, Mikayla",SJU/CSB,Female,FR,630.6,2018-2019
"Weires, Sydney",SJU/CSB,Female,JR,440.25,2018-2019
"Brachmann, Mitchell S",Saint Olaf,Male,FR,512.25,2018-2019
"Eyman Casey, Abraham D",Saint Olaf,Male,SR,615.1,2018-2019
"Gergen, Cal",Saint Olaf,Male,JR,502.7,2018-2019
"Greseth, Sjon E",Saint Olaf,Male,FR,675.55,2018-2019
"Hones, Marcel D",Saint Olaf,Male,SO,611,2018-2019
"Kretzmann, Ian D",Saint Olaf,Male,JR,546.5,2018-2019
"Loepfe, John G",Saint Olaf,Male,JR,664.3,2018-2019
"McCarty, Zachary",Saint Olaf,Male,SO,530.7,2018-2019
"Meagher, Sean R",Saint Olaf,Male,SO,351.37,2018-2019
"Moktan, Rahab",Saint Olaf,Male,SO,367.2,2018-2019
"Pelutis, Dmitriy",Saint Olaf,Male,SR,561.85,2018-2019
"Quezada, Xander",Saint Olaf,Male,FR,489.7,2018-2019
"Reynolds, Peter G",Saint Olaf,Male,SR,624.6,2018-2019
"Swenson, Daniel",Saint Olaf,Male,JR,282.47,2018-2019
"Tong, Dang-Quong L",Saint Olaf,Male,SR,483.2,2018-2019
"Croasdell, Caitlin",Saint Olaf,Female,JR,637.65,2018-2019
"CUCCHIARO, SHANNON E",Saint Olaf,Female,FR,469.55,2018-2019
"Dix, Martha",Saint Olaf,Female,FR,422.5,2018-2019
"Jensen, Helen",Saint Olaf,Female,JR,620.25,2018-2019
"Jones, Olivia M",Saint Olaf,Female,SO,433.55,2018-2019
"Knutson, Maya L",Saint Olaf,Female,SO,615.8,2018-2019
"Kulas, Lauren A",Saint Olaf,Female,FR,387.1,2018-2019
"Lance, Anna",Saint Olaf,Female,SO,523.65,2018-2019
"Martin, Erin M",Saint Olaf,Female,SR,457.95,2018-2019
"Metelmann, Solvay",Saint Olaf,Female,JR,466.42,2018-2019
"Nevin, Sophia M",Saint Olaf,Female,SO,638,2018-2019
"Prescott, Olivia A",Saint Olaf,Female,JR,487.46,2018-2019
"Punyko, Kelly E",Saint Olaf,Female,SR,645.1,2018-2019
"Quinones, Amber",Saint Olaf,Female,FR,399.95,2018-2019
"Rizzo, Linnea M",Saint Olaf,Female,SR,625.65,2018-2019
"Sperling, Elmira",Saint Olaf,Female,JR,420.7,2018-2019
"Wallace, Victoria",Saint Olaf,Female,FR,408.19,2018-2019
"Wichmann, Kelly",Saint Olaf,Female,SO,556.45,2018-2019
"Wolff, Marissa R",Saint Olaf,Female,SO,702.1,2018-2019
"Altaweel, William M",Carleton,Male,JR,503.1,2019-2020
"Belzer, Tristan A",Carleton,Male,JR,454.9,2019-2020
"Chang, Andrew",Carleton,Male,JR,546.5,2019-2020
"Chen, Kevin",Carleton,Male,FR,510.7,2019-2020
"Conati, Ari F",Carleton,Male,SR,533.25,2019-2020
"Dalluge, Jacob A",Carleton,Male,SR,576.6,2019-2020
"Darwish, Sam",Carleton,Male,SR,559.55,2019-2020
"Eriksen, Dawson",Carleton,Male,FR,574.15,2019-2020
"Fitch, Stephen D",Carleton,Male,JR,581.1,2019-2020
"Hedgecock, Nathan E",Carleton,Male,FR,580.05,2019-2020
"Heinzel, John",Carleton,Male,JR,622.8,2019-2020
"Heuchert, Christian H",Carleton,Male,SR,442.8,2019-2020
"Johnson, Parker A",Carleton,Male,FR,484.9,2019-2020
"Johnson, Teagan R",Carleton,Male,FR,580.35,2019-2020
"Lekki, Spencer",Carleton,Male,JR,486.5,2019-2020
"Marlin, James E",Carleton,Male,FR,501.5,2019-2020
"Meyer, Eric",Carleton,Male,SR,421.85,2019-2020
"Offman, Eli",Carleton,Male,SO,529.8,2019-2020
"Peters, Logan",Carleton,Male,JR,342,2019-2020
"Reeves, Nick",Carleton,Male,SR,550.6,2019-2020
"Stahl, Axel",Carleton,Male,JR,376.75,2019-2020
"Surdutovich, Joseph P",Carleton,Male,FR,324.51,2019-2020
"Wetzel, Ryan M",Carleton,Male,SR,536.8,2019-2020
"Willmore, Benjamin",Carleton,Male,SO,565.1,2019-2020
"Winter, Jacob H",Carleton,Male,JR,449.65,2019-2020
"Yuan, Allen",Carleton,Male,SO,545.9,2019-2020
"Zhang, Carl Y",Carleton,Male,FR,545.4,2019-2020
"Baggett, Sophie M",Carleton,Female,FR,563.5,2019-2020
"Bernhard, Lorraine C",Carleton,Female,FR,532.75,2019-2020
"Boettiger, Lindsay E",Carleton,Female,FR,454.8,2019-2020
"Boyum, Lydia R",Carleton,Female,SO,537.15,2019-2020
"Cameron, Alison S",Carleton,Female,SO,590.7,2019-2020
"Conn, Josephine M",Carleton,Female,JR,406.9,2019-2020
"Damberg-Ott, Madeline",Carleton,Female,FR,549.1,2019-2020
"Emmons, Madeleine",Carleton,Female,SR,311.5,2019-2020
"Fraser-Mines, Kyle",Carleton,Female,JR,590.6,2019-2020
"Grossman, Katherine R",Carleton,Female,JR,502.95,2019-2020
"Halladay, Anna F",Carleton,Female,FR,464.6,2019-2020
"Horwitz, Rebecca",Carleton,Female,SO,429.05,2019-2020
"Hultgren, Kristin S",Carleton,Female,FR,440.2,2019-2020
"Lachman, Margaret",Carleton,Female,JR,434.35,2019-2020
"Lafferty, Natalie D",Carleton,Female,SO,554.45,2019-2020
"Lederer, Emma E",Carleton,Female,SR,599.15,2019-2020
"Lee, Serena",Carleton,Female,SO,567.35,2019-2020
"Luljak, Julia C",Carleton,Female,FR,575.95,2019-2020
"Manivel, Marcella A",Carleton,Female,JR,434.34,2019-2020
"Marshall, Grace E",Carleton,Female,SR,443.95,2019-2020
"Mayer, Morgan Y",Carleton,Female,SR,564.65,2019-2020
"Meyer, Ada L",Carleton,Female,SR,613.45,2019-2020
"Nagaoka, Yuki",Carleton,Female,SO,476.4,2019-2020
"Neid, Claire",Carleton,Female,SO,530,2019-2020
"Orenstein, Talia A",Carleton,Female,FR,491.9,2019-2020
"Quattrucci, Isabella",Carleton,Female,SO,406,2019-2020
"Smith, Madison T",Carleton,Female,SO,502.3,2019-2020
"Soehnlin, Natalie",Carleton,Female,FR,341.81,2019-2020
"Backes, Anna",Concordia-Moorhead,Female,JR,514.35,2019-2020
"Biebl, Lindsey",Concordia-Moorhead,Female,FR,395.4,2019-2020
"Bray, Jessica L",Concordia-Moorhead,Female,FR,484.45,2019-2020
"Cramer, Kaitlin",Concordia-Moorhead,Female,FR,448.15,2019-2020
"Gunderson, Camille A",Concordia-Moorhead,Female,FR,377.95,2019-2020
"Larson, Lydia",Concordia-Moorhead,Female,SR,440.13,2019-2020
"MARCUS, ALLISON",Concordia-Moorhead,Female,JR,419.05,2019-2020
"Rasmussen, Alexandra",Concordia-Moorhead,Female,SO,478.6,2019-2020
"Zeleny, Audrey",Concordia-Moorhead,Female,FR,423.5,2019-2020
"Allison, Matthew J",Gustavus,Male,SR,663,2019-2020
"Becker, Andrew E",Gustavus,Male,FR,609.9,2019-2020
"Christianson, Mack A",Gustavus,Male,JR,588.3,2019-2020
"Clark, William",Gustavus,Male,SR,560.35,2019-2020
"Czech, Jared",Gustavus,Male,SO,445.15,2019-2020
"Dawson, Jared E",Gustavus,Male,FR,648.7,2019-2020
"Dawson, Zachariah A",Gustavus,Male,SR,661.45,2019-2020
"Deyak, Sam",Gustavus,Male,JR,578.9,2019-2020
"Engle, Denis",Gustavus,Male,SO,365.25,2019-2020
"Fitzloff, Thomas R",Gustavus,Male,JR,587.05,2019-2020
"Franko-Dynes, Dutch W",Gustavus,Male,SO,661.85,2019-2020
"Frese, Noah J",Gustavus,Male,SO,494.1,2019-2020
"Haugstad, Chad J",Gustavus,Male,SO,525,2019-2020
"Horgan, Alexander M",Gustavus,Male,SO,395.55,2019-2020
"Hudson, Dane W",Gustavus,Male,FR,610.5,2019-2020
"Hussein, Farrque",Gustavus,Male,SO,613.55,2019-2020
"Johnson, Teddy",Gustavus,Male,FR,535.1,2019-2020
"Kawlewski, Ryan",Gustavus,Male,SO,665.7,2019-2020
"King, Michael G",Gustavus,Male,FR,416.1,2019-2020
"Klarqvist, Lukas",Gustavus,Male,SO,534.15,2019-2020
"Krusell, Jacob",Gustavus,Male,FR,443.8,2019-2020
"Lange, Axel S",Gustavus,Male,SO,499.05,2019-2020
"Larson, Nolan H",Gustavus,Male,JR,724.95,2019-2020
"Lee, Alex J",Gustavus,Male,FR,413.7,2019-2020
"Losinski, Andres P",Gustavus,Male,JR,481.05,2019-2020
"McCullough, Eamonn",Gustavus,Male,SO,643.15,2019-2020
"Muntifering, Joshua",Gustavus,Male,JR,674.1,2019-2020
"Sklar, Ryan P",Gustavus,Male,SR,596.35,2019-2020
"Small, Erik",Gustavus,Male,FR,649.05,2019-2020
"Vander-Jeugdt, Taylor",Gustavus,Male,FR,509.75,2019-2020
"Williams, Terrence S",Gustavus,Male,FR,560.05,2019-2020
"Winter, Connor D",Gustavus,Male,SR,495.85,2019-2020
"Zemek, Callen W",Gustavus,Male,FR,725.3,2019-2020
"Anderson, Lilly",Gustavus,Female,SO,430.8,2019-2020
"Artley, Sophia L",Gustavus,Female,FR,405.5,2019-2020
"Auran, Hailey R",Gustavus,Female,JR,644.75,2019-2020
"Benoit, Ella",Gustavus,Female,SO,556.15,2019-2020
"Bjorklund, Amelia L",Gustavus,Female,JR,605.65,2019-2020
"Bowar, Kyra",Gustavus,Female,JR,449.9,2019-2020
"Brostrom, Katherine",Gustavus,Female,JR,562.35,2019-2020
"Feldhake, Nicole J",Gustavus,Female,JR,448.9,2019-2020
"Gambill, Anna O",Gustavus,Female,SO,397.8,2019-2020
"Glodoski, Julia M",Gustavus,Female,SO,488.8,2019-2020
"Gunderson, Katherine G",Gustavus,Female,JR,472.95,2019-2020
"Hofstede, Ellen M",Gustavus,Female,FR,690.5,2019-2020
"Iverson, Ingrid L",Gustavus,Female,SR,498.55,2019-2020
"Johns, Marietta L",Gustavus,Female,JR,464.5,2019-2020
"Johnson, Annikka",Gustavus,Female,FR,596.35,2019-2020
"Jones, Hannah",Gustavus,Female,FR,586.5,2019-2020
"Kohorst, Alyssa",Gustavus,Female,JR,608.9,2019-2020
"Korshus, Cloe E",Gustavus,Female,JR,449.82,2019-2020
"Lokensgard, Alyssa",Gustavus,Female,SR,644.7,2019-2020
"Mayfield, Alison",Gustavus,Female,SR,595.6,2019-2020
"Mellum, Morgan M",Gustavus,Female,FR,521.35,2019-2020
"Nesvold, Trind T",Gustavus,Female,FR,361.02,2019-2020
"Ortloff, Lillie N",Gustavus,Female,SO,559,2019-2020
"Pearson, Emily",Gustavus,Female,FR,467.25,2019-2020
"Phillips, Mercedes A",Gustavus,Female,FR,435.19,2019-2020
"Pokornowski, Hana L",Gustavus,Female,JR,554.25,2019-2020
"Schammel, Abigail J",Gustavus,Female,SO,459.9,2019-2020
"Soukup, Rachel M",Gustavus,Female,SO,349.8,2019-2020
"Speedling, Elizabeth A",Gustavus,Female,SO,503.3,2019-2020
"Stewart, Ameilia R",Gustavus,Female,FR,508.29,2019-2020
"Strobl, Sydney",Gustavus,Female,SO,498.45,2019-2020
"Teichmiller, Hailey",Gustavus,Female,SR,485.9,2019-2020
"Thate, Rachel M",Gustavus,Female,SR,556.25,2019-2020
"Westendorp, Madeline R",Gustavus,Female,SR,630.75,2019-2020
"Yartz, Abby",Gustavus,Female,FR,611.8,2019-2020
"Zaske, Mikayla A",Gustavus,Female,FR,456.94,2019-2020
"Carsen, Max A",Hamline,Male,JR,485.35,2019-2020
"Delage, Brandon",Hamline,Male,FR,436.25,2019-2020
"Doan, Quinn",Hamline,Male,SO,484.8,2019-2020
"Grivna, Nicholas L",Hamline,Male,JR,580.95,2019-2020
"Hanlon, Nicholas",Hamline,Male,SR,390.6,2019-2020
"Hanson, Isaac V",Hamline,Male,JR,569.95,2019-2020
"Hobar, Andrew",Hamline,Male,JR,501.3,2019-2020
"Hubbard, George D",Hamline,Male,FR,643.25,2019-2020
"Joyce, Joseph",Hamline,Male,FR,542.4,2019-2020
"Roback, Lee M",Hamline,Male,JR,470.4,2019-2020
"Schletty, Kevin R",Hamline,Male,FR,506.95,2019-2020
"Steeves, Nathan R",Hamline,Male,SO,556.75,2019-2020
"Chavarria, Aubrey I",Hamline,Female,FR,349.5,2019-2020
"Cimera, Cailey",Hamline,Female,FR,398.85,2019-2020
"Fischer, Lilah S",Hamline,Female,SO,435.45,2019-2020
"McCutchen, Sydney R",Hamline,Female,FR,408.3,2019-2020
"Mesita, Julie L",Hamline,Female,FR,375.05,2019-2020
"Needham, Julia L",Hamline,Female,FR,373.25,2019-2020
"Nigro, Bennett J",Hamline,Female,FR,480.35,2019-2020
"Peterson, Rachel N",Hamline,Female,SO,360.95,2019-2020
"Torgrimson, Alexandra E",Hamline,Female,SO,559.2,2019-2020
"White, Bryce",Hamline,Female,SR,571.2,2019-2020
"Wood, Sarah",Hamline,Female,FR,523.95,2019-2020
"Arquin, Kiran N",Macalester,Male,SO,373.5,2019-2020
"Blomquist, Benjamin C",Macalester,Male,SO,528.4,2019-2020
"Chechelnitsky, Daniel",Macalester,Male,SO,338.9,2019-2020
"Hubbard, Tanner D",Macalester,Male,SO,569.95,2019-2020
"Levy, Benjamin P",Macalester,Male,FR,508.45,2019-2020
"West, Jayden",Macalester,Male,SR,373.4,2019-2020
"Williams, Aidan",Macalester,Male,SO,427.1,2019-2020
"Borg, Caitlin",Macalester,Female,FR,493.6,2019-2020
"Caldwell, Lanae M",Macalester,Female,SO,345,2019-2020
"Crane, Marie",Macalester,Female,SR,458.7,2019-2020
"Foy, Elizabeth A",Macalester,Female,SO,498.2,2019-2020
"Frederick, Zoe",Macalester,Female,FR,475.95,2019-2020
"Gryler, Elise",Macalester,Female,FR,351.45,2019-2020
"Madigan, Grace E",Macalester,Female,FR,587,2019-2020
"McCall, Adriana",Macalester,Female,FR,334.5,2019-2020
"Nadelhoffer, Rose M",Macalester,Female,FR,364.6,2019-2020
"Redpath, Frances M",Macalester,Female,FR,545.75,2019-2020
"Roghair, Ariel M",Macalester,Female,SR,506.1,2019-2020
"Schopick, Zoe N",Macalester,Female,JR,460.2,2019-2020
"Stevenson, Paige K",Macalester,Female,FR,542.65,2019-2020
"Stewart, Kinsey",Macalester,Female,SO,468.5,2019-2020
"Takashima, Sena",Macalester,Female,SO,385.75,2019-2020
"Thompson, Ana E",Macalester,Female,SR,536.7,2019-2020
"Turner, Grace",Macalester,Female,FR,484.3,2019-2020
"Westrick, Alexandra",Macalester,Female,FR,413.45,2019-2020
"Whyte, Lauren",Macalester,Female,FR,453.6,2019-2020
"Yoder, Lydia A",Macalester,Female,JR,386.77,2019-2020
"Baxley, Amelia",Saint Kate's,Female,SO,673.2,2019-2020
"Caples, Mara",Saint Kate's,Female,FR,506.2,2019-2020
"Domack, Katelyn",Saint Kate's,Female,FR,459.75,2019-2020
"Durand, Gillian",Saint Kate's,Female,FR,594.05,2019-2020
"Erikson, Sophia L",Saint Kate's,Female,FR,433.8,2019-2020
"Grohman, Sydney",Saint Kate's,Female,JR,651.1,2019-2020
"Hagstrom, Victoria M",Saint Kate's,Female,JR,548.35,2019-2020
"Hall, Evynn J",Saint Kate's,Female,FR,481.9,2019-2020
"Hernandez-Nietling, Francesk",Saint Kate's,Female,JR,601.25,2019-2020
"Kinsman, Georgianne",Saint Kate's,Female,JR,437.5,2019-2020
"Klein, Macy G",Saint Kate's,Female,SO,702.25,2019-2020
"Laurie, Mykayla E",Saint Kate's,Female,JR,498.75,2019-2020
"Le Bris, Jade",Saint Kate's,Female,SO,388.5,2019-2020
"Mcmahon, Molly",Saint Kate's,Female,JR,572.9,2019-2020
"Meece, Mikayla",Saint Kate's,Female,JR,508.45,2019-2020
"Menso, Margaret R",Saint Kate's,Female,SO,701.85,2019-2020
"Mertens, Julia E",Saint Kate's,Female,SO,483.3,2019-2020
"Meyer, Samantha",Saint Kate's,Female,JR,447.05,2019-2020
"PETERSON, MCKENNA",Saint Kate's,Female,SR,536.4,2019-2020
"Rardin, Isabella",Saint Kate's,Female,FR,440.65,2019-2020
"Svendsen, Hannah N",Saint Kate's,Female,SO,648.75,2019-2020
"Trettin, Emma A",Saint Kate's,Female,FR,346.65,2019-2020
"Voelker, Andrea",Saint Kate's,Female,FR,618.9,2019-2020
"Voss, Anne E",Saint Kate's,Female,FR,597.7,2019-2020
"Wentzel, Jordyn",Saint Kate's,Female,SO,778.9,2019-2020
"Atkinson, Spencer C",SJU/CSB,Male,SO,507.75,2019-2020
"Belov, Timothy M",SJU/CSB,Male,FR,535.15,2019-2020
"Brinkman, Beau J",SJU/CSB,Male,FR,547.85,2019-2020
"Dockendorf, Mitchell",SJU/CSB,Male,JR,628.65,2019-2020
"Fisher, Sean C",SJU/CSB,Male,FR,354.95,2019-2020
"Fleischhacker, Dylan",SJU/CSB,Male,FR,522.1,2019-2020
"Froehle, Steven R",SJU/CSB,Male,SO,575.15,2019-2020
"Greenblat, Eli S",SJU/CSB,Male,JR,573.95,2019-2020
"Heinen, Zachary",SJU/CSB,Male,JR,294.95,2019-2020
"Huber, Ethan",SJU/CSB,Male,FR,631.25,2019-2020
"Kennedy, Zachary S",SJU/CSB,Male,SR,445.9,2019-2020
"Koller, Joe",SJU/CSB,Male,FR,520.55,2019-2020
"Lemke, Ethan M",SJU/CSB,Male,FR,557.35,2019-2020
"Mehus, Jack J",SJU/CSB,Male,FR,521.85,2019-2020
"Nelson, Trevor",SJU/CSB,Male,SO,470.2,2019-2020
"Odermann, Friedrich F",SJU/CSB,Male,SR,507.95,2019-2020
"Olson, Michael J",SJU/CSB,Male,JR,552.6,2019-2020
"Pauley, Ryan",SJU/CSB,Male,SR,561.6,2019-2020
"Schrick, Blake A",SJU/CSB,Male,SO,502.35,2019-2020
"Schwamm, Joseph A",SJU/CSB,Male,JR,496.3,2019-2020
"Valek, Jayson",SJU/CSB,Male,SR,498.95,2019-2020
"Albers, Kayla",SJU/CSB,Female,SR,419.05,2019-2020
"Allyson, Zoe G",SJU/CSB,Female,JR,540.25,2019-2020
"Anderson, Jordan",SJU/CSB,Female,SO,370.37,2019-2020
"Beck, Julia",SJU/CSB,Female,SO,434.45,2019-2020
"Birklid, Ana R",SJU/CSB,Female,SO,600.15,2019-2020
"Brewer, Katie",SJU/CSB,Female,FR,371.45,2019-2020
"Christiansen, Lauren",SJU/CSB,Female,SR,538.25,2019-2020
"Christopherson, Sidney D",SJU/CSB,Female,SR,325.7,2019-2020
"Clough, Skyler",SJU/CSB,Female,SR,541.9,2019-2020
"Davis, Madison",SJU/CSB,Female,JR,501.25,2019-2020
"Davison, Hayley",SJU/CSB,Female,SO,331.9,2019-2020
"Dugas, Sydney",SJU/CSB,Female,SR,417.15,2019-2020
"Egolf-Jensen, Kathryn",SJU/CSB,Female,FR,317.95,2019-2020
"Fleming, Olivia",SJU/CSB,Female,FR,406.7,2019-2020
"Gennrich, Isabel",SJU/CSB,Female,SR,327.45,2019-2020
"Gerhardt, Morgan",SJU/CSB,Female,SO,515.2,2019-2020
"Johanson, Molly K",SJU/CSB,Female,FR,554.2,2019-2020
"Kleen, Larissa",SJU/CSB,Female,SR,481,2019-2020
"Kratz, Meghan",SJU/CSB,Female,SR,540.65,2019-2020
"Lefebvre, Nicole F",SJU/CSB,Female,SO,415.65,2019-2020
"Livermore, Clara L",SJU/CSB,Female,JR,348.45,2019-2020
"Mahoney, Claudia",SJU/CSB,Female,JR,598.65,2019-2020
"Mattson, Ashlynn",SJU/CSB,Female,JR,336.7,2019-2020
"Milstroh, Jess",SJU/CSB,Female,FR,562.15,2019-2020
"Murphy, Morgan",SJU/CSB,Female,SR,500.15,2019-2020
"Newhouse, Jacquelynne A",SJU/CSB,Female,SO,527.2,2019-2020
"Oman, Thea",SJU/CSB,Female,FR,544.5,2019-2020
"Ridgeway, Mary",SJU/CSB,Female,FR,435.1,2019-2020
"Sharp, Brenna",SJU/CSB,Female,SR,459.3,2019-2020
"Slavik, Madison R",SJU/CSB,Female,FR,570.6,2019-2020
"Sonday, Isabelle J",SJU/CSB,Female,SO,522.35,2019-2020
"Von Wahlde, Mikayla",SJU/CSB,Female,SO,600.35,2019-2020
"Brachmann, Mitchell S",Saint Olaf,Male,SO,454.05,2019-2020
"DeBoer, Andrew",Saint Olaf,Male,FR,384.13,2019-2020
"Greseth, Sjon E",Saint Olaf,Male,SO,651.1,2019-2020
"Hauck, Cullen",Saint Olaf,Male,SO,413.3,2019-2020
"Hones, Marcel D",Saint Olaf,Male,JR,523.5,2019-2020
"Kretzmann, Ian D",Saint Olaf,Male,SR,555.9,2019-2020
"Loepfe, John G",Saint Olaf,Male,SR,669.1,2019-2020
"McCarty, Zachary",Saint Olaf,Male,JR,528.3,2019-2020
