swimmer,team,gender,class_yr,points,season
"Davis, Grace",Saint Olaf,Female,FR,421.50,2024-2025
"Eastman, Sawyer D",Saint Olaf,Female,FR,530.15,2024-2025
"Haines, Emma R",Saint Olaf,Female,FR,–,2024-2025
"Hanifl, Zibby I",Saint Olaf,Female,SR,–,2024-2025
"Heim, Theron H",Saint Olaf,Female,SO,400.20,2024-2025
"Homme, Katherine J",Saint Olaf,Female,SO,637.80,2024-2025
"Hopewell, Olivia",Saint Olaf,Female,JR,494.30,2024-2025
"Huber, Kayli",Saint Olaf,Female,–,–,2024-2025
"Hultgren, McKenna S",Saint Olaf,Female,FR,553.40,2024-2025
"Johnson, Erica",Saint Olaf,Female,FR,–,2024-2025
"Kallop, Ava P",Saint Olaf,Female,JR,382.05,2024-2025
"Krueger-Barth, Rowan",Saint Olaf,Female,JR,512.50,2024-2025
"McDaniel, McKelvey J",Saint Olaf,Female,FR,579.15,2024-2025
"Olson, Rachael",Saint Olaf,Female,JR,382.75,2024-2025
"Porrata, Elena L",Saint Olaf,Female,JR,495.20,2024-2025
"Reeg, Kaia J",Saint Olaf,Female,FR,506.25,2024-2025
"Roberts, Zoe R",Saint Olaf,Female,JR,341.70,2024-2025
"Russell, Lauren N",Saint Olaf,Female,FR,361.25,2024-2025
"Schmidt, Della J",Saint Olaf,Female,SO,438.55,2024-2025
"Schmitzer, Alana E",Saint Olaf,Female,SO,528.40,2024-2025
"Small, Olivia J",Saint Olaf,Female,FR,624.10,2024-2025
"Steenblock, Paige G",Saint Olaf,Female,JR,634.25,2024-2025
"Sylvester, Samantha M",Saint Olaf,Female,SO,547.70,2024-2025
"Varley, Ellen",Saint Olaf,Female,SR,616.85,2024-2025
"Wolner, Harper K",Saint Olaf,Female,FR,478.95,2024-2025
