swimmer,team,gender,class_yr,points,season
"CUCCHIARO, ALEXANDRA M",St. Olaf,Female,SR,410.61,2024-2025
"Davis, Grace",St. Olaf,Female,FR,421.5,2024-2025
"Eastman, Sawyer D",St. Olaf,Female,FR,520.4,2024-2025
"Haines, Emma R",St. Olaf,Female,FR,NA,2024-2025
"Hanifl, Zibby I",St. Olaf,Female,SR,NA,2024-2025
"Heim, Theron H",St. Olaf,Female,SO,385.15,2024-2025
"Homme, Katherine J",St. Olaf,Female,SO,625.65,2024-2025
"Hopewell, Olivia",St. Olaf,Female,JR,486.55,2024-2025
"Huber, Kayli",St. Olaf,Female,NA,NA,2024-2025
"Hultgren, McKenna S",St. Olaf,Female,FR,550.5,2024-2025
"Johnson, Erica",St. Olaf,Female,FR,NA,2024-2025
"Kallop, Ava P",St. Olaf,Female,JR,382.05,2024-2025
"Krueger-Barth, Rowan",St. Olaf,Female,JR,487.6,2024-2025
"McDaniel, McKelvey J",St. Olaf,Female,FR,524.8,2024-2025
"Olson, Rachael",St. Olaf,Female,JR,382.75,2024-2025
"Porrata, Elena L",St. Olaf,Female,JR,489.25,2024-2025
"Reeg, Kaia J",St. Olaf,Female,FR,474.95,2024-2025
"Roberts, Zoe R",St. Olaf,Female,JR,341.7,2024-2025
"Russell, Lauren N",St. Olaf,Female,FR,361.25,2024-2025
"Schmidt, Della J",St. Olaf,Female,SO,438.55,2024-2025
"Schmitzer, Alana E",St. Olaf,Female,SO,464.75,2024-2025
"Small, Olivia J",St. Olaf,Female,FR,607.9,2024-2025
"Steenblock, Paige G",St. Olaf,Female,JR,585.5,2024-2025
"Sylvester, Samantha M",St. Olaf,Female,SO,517.8,2024-2025
"Varley, Ellen",St. Olaf,Female,SR,587.3,2024-2025
"Wolner, Harper K",St. Olaf,Female,FR,475.7,2024-2025
